clean_post,polarity,sentiment,affect_label,label_name
excuse annoying voice love glue thing weird httptcoargipdbl,0.273,Positve,0,non-negative affect
love book youre reading omg,0.637,Positve,0,non-negative affect
cant join something youre already part duh,-0.224,Negative,1,high negative affect
yasss would fun,0.511,Positve,0,non-negative affect
yes im going start stop buying glue,0.128,Positve,0,non-negative affect
handle weirdness yes youre friend love,0.848,Positve,0,non-negative affect
god yes would awesome,0.836,Positve,0,non-negative affect
glue,0.0,Neutral,0,non-negative affect
new twitter update horrible reply thingy gone,-0.542,Negative,1,high negative affect
seriously life httptcosmqqikttqu,-0.178,Negative,1,high negative affect
samee,0.0,Neutral,0,non-negative affect
mom bought bottles glue omfg yessss,0.0,Neutral,0,non-negative affect
yeahhhh thats lot movement like thank,0.612,Positve,0,non-negative affect
id probably like takes lot movement one day could handle,0.361,Positve,0,non-negative affect
looks like butt,0.361,Positve,0,non-negative affect
stayed home cause like migraine last night mom sure stay home,0.586,Positve,0,non-negative affect
watching dan phills first sims video mentioned sebastian black butler screamed,-0.318,Negative,1,high negative affect
moment know leave app awhile httptcoygglsbmad,-0.052,Negative,1,high negative affect
okay going start youtube channel year decided right get bar mouth,0.226,Positve,0,non-negative affect
pounding headache im seriously going scream hurts bad,-0.875,Negative,1,high negative affect
okay okay one thing want lick toe statue liberty okie cool gn,0.875,Positve,0,non-negative affect
goodnight love hoomans meh,0.599,Positve,0,non-negative affect
go sleep,0.0,Neutral,0,non-negative affect
hate moms like gave birth blah blah blah look like asked bring shit hole,-0.67,Negative,1,high negative affect
finally moms back shell give pills head stop hurting ill stop shaking yayy,-0.863,Negative,1,high negative affect
friends httptcozwkysczmf,0.477,Positve,0,non-negative affect
someone hate laugh actually think nice youre bitch,-0.273,Negative,1,high negative affect
wow troye wow,0.823,Positve,0,non-negative affect
know urge laugh old wrinkly face,0.557,Positve,0,non-negative affect
go bed brag st grade teacher told common sense yrs later dont grade lower b,0.224,Positve,0,non-negative affect
ones trying make trend,0.0,Neutral,0,non-negative affect
guys make trend pray cali,0.318,Positve,0,non-negative affect
like almost family live minnesota might see one day,0.361,Positve,0,non-negative affect
yes,0.402,Positve,0,non-negative affect
yes lets make trend,0.402,Positve,0,non-negative affect
im kinda dumb think kinda close omg im fulton,-0.46,Negative,1,high negative affect
god hope cause cant find pain killers,0.879,Positve,0,non-negative affect
lucky exciting thing constant bomb threats lately,-0.0,Neutral,0,non-negative affect
id drive way,0.0,Neutral,0,non-negative affect
nothing happens either especially since live smack l middle mo like dont concerts anything,0.361,Positve,0,non-negative affect
oh god worth mo sucks hard,0.026,Neutral,0,non-negative affect
wait found picture thinking omfg httptcolqqeqm,0.0,Neutral,0,non-negative affect
need sleep something like draw fake slits mouth lipstick eyeliner,-0.153,Negative,1,high negative affect
listening screaming rock music head ache im bright,-0.318,Negative,1,high negative affect
ayeee live missouri,0.0,Neutral,0,non-negative affect
barf buddies,0.0,Neutral,0,non-negative affect
friends,0.477,Positve,0,non-negative affect
yeah maybe get go bathroom ill spare ice water,-0.153,Negative,1,high negative affect
wow thanks see ya hell,0.273,Positve,0,non-negative affect
even get alive theyd see mind works yes id end dead either way lol,0.421,Positve,0,non-negative affect
theyll never take alive,-0.292,Negative,1,high negative affect
ive spent past ten minutes screaming everyone car window muffin httptcoxdrzxsbb,-0.382,Negative,1,high negative affect
lmao thats im normal though,0.599,Positve,0,non-negative affect
omg,0.0,Neutral,0,non-negative affect
great minds think alike,0.625,Positve,0,non-negative affect
wow say lol,0.765,Positve,0,non-negative affect
better literally make eat glue skin,0.44,Positve,0,non-negative affect
pun hands,0.0,Neutral,0,non-negative affect
tell worth glue world cannot throw away fbi find,0.226,Positve,0,non-negative affect
think im going make purple httptcoiafmfhxnqj,0.0,Neutral,0,non-negative affect
yes already sent arrive days,0.402,Positve,0,non-negative affect
skin httptcojwaxiqu,0.0,Neutral,0,non-negative affect
omg solved lifes number one mystery,0.34,Positve,0,non-negative affect
honestly funnest thing ive ever done life httptcocpbfukzow,0.784,Positve,0,non-negative affect
lmao peeled httptcozziiqheui,0.599,Positve,0,non-negative affect
honestly,0.459,Positve,0,non-negative affect
funnest thing ever ive done times today,0.599,Positve,0,non-negative affect
yeah guys fun httptcoosflnnvnrd,0.67,Positve,0,non-negative affect
spare time httptconbwholt,0.0,Neutral,0,non-negative affect
love youre calling us humans arent one,0.637,Positve,0,non-negative affect
swear another human pronounces name kaylie im going scream g,-0.44,Negative,1,high negative affect
weee never ever ever getting bak toefther yuo go talk friends talk friends friendes toalk meee wooooohhhh,0.735,Positve,0,non-negative affect
im going try type fast taylor swift song,0.202,Positve,0,non-negative affect
okay emo eyeliner starts thin line eyeliner messes draws bit thicker messes ending emo eyeliner,0.226,Positve,0,non-negative affect
idkk fate wait long meet cruel,-0.586,Negative,1,high negative affect
aghhh gonna go forever nah love beautiful,0.827,Positve,0,non-negative affect
says look like pull anything everything still look beautiful ever httptconiqfiywku,0.751,Positve,0,non-negative affect
emo handle nfkensl,0.0,Neutral,0,non-negative affect
argument pretty im okie okie,0.178,Positve,0,non-negative affect
cant share nonexistent attractiveness even attractive would share youre already pretty,0.248,Positve,0,non-negative affect
im going look gorgeous people,0.612,Positve,0,non-negative affect
im way band concert fuck,-0.542,Negative,1,high negative affect
roses red violets blue dm,0.0,Neutral,0,non-negative affect
im done right omg,0.0,Neutral,0,non-negative affect
noticed cali ukhai sen pai bot oh god im crying lmfao,0.361,Positve,0,non-negative affect
dm mae tell bad puns,-0.542,Negative,1,high negative affect
dm mae tell bad puns,-0.542,Negative,1,high negative affect
notice senpai,0.0,Neutral,0,non-negative affect
plz dm,0.077,Positve,0,non-negative affect
google thats called complete weirdo,-0.421,Negative,1,high negative affect
rt new video video outtakes httptcojjdcak rt want dm love think deserve lt,0.67,Positve,0,non-negative affect
everyone obviously,0.0,Neutral,0,non-negative affect
im really tired feel like im going throw im hot nurse wont anything ugh,0.227,Positve,0,non-negative affect
omg saw followers cool,0.318,Positve,0,non-negative affect
old bus driver refuses drive school im exact mile away im miles away,0.0,Neutral,0,non-negative affect
im tired might walk,-0.44,Negative,1,high negative affect
theres lot drama going twitter goodnight,0.0,Neutral,0,non-negative affect
dont forget troye amp tyler,0.17,Positve,0,non-negative affect
im tired cant sleep ugh,-0.145,Negative,1,high negative affect
always respectful everyone mean everyone matter much hate themtheir respect may benefit one day never know,0.67,Positve,0,non-negative affect
cant stop listening fault stars lovely troye sivan think like th time songs played row,0.897,Positve,0,non-negative affect
ive never watched video one start,0.0,Neutral,0,non-negative affect
tried start youtube video camera died used camera died,-0.802,Negative,1,high negative affect
hey guys give questions answer first q vlog,0.0,Neutral,0,non-negative affect
rt new video secret httptcovriffupbr,0.0,Neutral,0,non-negative affect
found grandmas office okay httptcorpzsfjpbrx,0.226,Positve,0,non-negative affect
boy front said finds springtrap attractive would date okay httptcorcyqnydnz,0.586,Positve,0,non-negative affect
science teachers days theyre good mood amp put everyone good mood theyre total dicks amp ruin everyones day,0.25,Positve,0,non-negative affect
use loud outgoing girl everyone loved one even hears talk hell,0.128,Positve,0,non-negative affect
im literally crying,-0.477,Negative,1,high negative affect
teacher said wife getting mad making linkin park references end doesnt even matter lol,-0.681,Negative,1,high negative affect
everyone class make incredibox shes showing oh god,0.273,Positve,0,non-negative affect
music class someone named cdog website,0.0,Neutral,0,non-negative affect
im weak httptcoytxromsdbm,-0.44,Negative,1,high negative affect
see prepy girls using quotes rock song selfies httptcoldvqrqwjzt,0.0,Neutral,0,non-negative affect
made tumblr account need people follow guys httptcohrjncfqnz,0.0,Neutral,0,non-negative affect
got email teacher fuck mrs ahrens assignment late like day httptcopzfheptw,-0.25,Negative,1,high negative affect
right,0.0,Neutral,0,non-negative affect
yeah thats totally laughing much hurts crazy,-0.018,Neutral,0,non-negative affect
tears rihanna later states guess agree even rihanna thought song emotional,0.296,Positve,0,non-negative affect
found love room gays lyrics newest cover found love rihanna,0.856,Positve,0,non-negative affect
suck ass,-0.751,Negative,1,high negative affect
yes,0.402,Positve,0,non-negative affect
done profile,0.0,Neutral,0,non-negative affect
youre gonna stop lookin cute,0.202,Positve,0,non-negative affect
watching movie cool,0.318,Positve,0,non-negative affect
cant bring back whats already long gone lmfao,0.542,Positve,0,non-negative affect
alexis old nice try,0.421,Positve,0,non-negative affect
ass,-0.542,Negative,1,high negative affect
love,0.637,Positve,0,non-negative affect
ayee bitch,-0.586,Negative,1,high negative affect
doesnt care,-0.388,Negative,1,high negative affect
rt rt last tweet dm ill replying comments shortly leave goodie good gum drops httptcoricji,-0.026,Neutral,0,non-negative affect
ships unships,0.0,Neutral,0,non-negative affect
happy birthday dude,0.572,Positve,0,non-negative affect
today feast httptcocvotikxpt,0.0,Neutral,0,non-negative affect
sister stupidest piece living shit ever set foot tithe planet earth,-0.791,Negative,1,high negative affect
literally httptcojdmtn,0.0,Neutral,0,non-negative affect
yes okay yes httptcoqstkwlypu,0.743,Positve,0,non-negative affect
rt httpstcosjmdpgwugw,0.0,Neutral,0,non-negative affect
cool,0.318,Positve,0,non-negative affect
fuck wee please educate,-0.296,Negative,1,high negative affect
dont dm lmao,-0.485,Negative,1,high negative affect
mother,0.0,Neutral,0,non-negative affect
possibility,0.0,Neutral,0,non-negative affect
yeah obviously,0.296,Positve,0,non-negative affect
maybe might go movies,0.0,Neutral,0,non-negative affect
moment going photos friend phone night arm thou httptcongfcnzlee,0.494,Positve,0,non-negative affect
wanna meet boy tylertroye fandom thats straight cause wanna know exist,0.226,Positve,0,non-negative affect
tired,-0.44,Negative,1,high negative affect
true creator spongebob talked video,0.421,Positve,0,non-negative affect
apparently squidward isnt actually squid hes octopus whole childhood lie,0.0,Neutral,0,non-negative affect
emo listen pierce veil okayyy forever belong dark side full falling boys chemical romances panicked discos,-0.318,Negative,1,high negative affect
id put away see youre wasted thinking bout past darlin youll okay love song ugh,0.026,Neutral,0,non-negative affect
want premium,0.077,Positve,0,non-negative affect
like love obsess become part fandom,0.691,Positve,0,non-negative affect
bro mcr life,0.0,Neutral,0,non-negative affect
kiss youuuuu hardest part leaving youuuuuu,0.421,Positve,0,non-negative affect
oh job course job professionally stock gay boys internet high pay fangirling every single second,-0.103,Negative,1,high negative affect
rt alx youve taught ur fans b rude ive taught speak minds stand believe amp dont take,-0.459,Negative,1,high negative affect
